Date,Price,Open,High,Low,Vol.,Change %
05/31/2025,"104,598.00","103,981.90","104,888.40","103,091.30",35.80K,0.59%
05/30/2025,"103,981.30","105,598.80","106,314.90","103,693.90",71.98K,-1.53%
05/29/2025,"105,600.00","107,759.10","108,896.70","105,399.90",70.02K,-2.03%
05/28/2025,"107,786.70","108,905.70","109,238.30","106,804.90",51.84K,-1.06%
05/27/2025,"108,944.00","109,455.30","110,718.70","107,572.20",65.02K,-0.47%
05/26/2025,"109,455.30","109,014.90","110,401.40","108,694.00",48.01K,0.40%
05/25/2025,"109,021.10","107,763.00","109,203.40","106,648.30",52.49K,1.17%
05/24/2025,"107,763.00","107,313.50","109,476.40","106,904.50",52.26K,0.42%
05/23/2025,"107,313.40","111,702.60","111,778.70","106,855.40",87.57K,-3.93%
05/22/2025,"111,702.70","109,632.60","111,953.60","109,281.80",96.35K,1.88%
05/21/2025,"109,640.10","106,814.70","110,628.80","106,109.50",124.17K,2.64%
05/20/2025,"106,815.80","105,586.10","107,270.50","104,199.30",76.08K,1.16%
05/19/2025,"105,585.80","106,507.70","107,081.30","102,088.20",90.49K,-0.86%
05/18/2025,"106,504.50","103,113.90","106,577.00","103,113.90",62.47K,3.29%
05/17/2025,"103,112.60","103,473.90","103,712.30","102,626.50",37.43K,-0.36%
05/16/2025,"103,480.50","103,764.60","104,544.10","103,126.50",53.27K,-0.27%
05/15/2025,"103,765.40","103,513.20","104,153.80","101,436.80",59.68K,0.24%
05/14/2025,"103,513.90","104,116.30","104,316.00","102,632.90",55.58K,-0.58%
05/13/2025,"104,119.20","102,794.90","104,972.90","101,510.20",71.91K,1.29%
05/12/2025,"102,795.00","104,119.20","105,765.20","100,766.80",90.21K,-1.27%
05/11/2025,"104,119.20","104,748.30","104,930.90","103,358.80",54.76K,-0.65%
05/10/2025,"104,798.00","102,974.70","104,969.80","102,837.20",48.42K,1.77%
05/09/2025,"102,975.10","103,270.70","104,308.70","102,365.70",87.34K,-0.29%
05/08/2025,"103,274.30","97,035.10","103,885.40","96,901.90",110.60K,6.43%
05/07/2025,"97,035.10","96,817.90","97,647.50","95,798.40",59.98K,0.22%
05/06/2025,"96,825.40","94,745.90","96,893.90","93,408.80",55.76K,2.20%
05/05/2025,"94,745.20","94,314.60","95,206.80","93,590.80",59.21K,0.45%
05/04/2025,"94,316.90","95,885.50","96,297.80","94,206.10",41.31K,-1.64%
05/03/2025,"95,885.80","96,894.30","96,922.20","95,785.50",36.24K,-1.04%
05/02/2025,"96,894.40","96,497.30","97,881.80","96,359.30",51.94K,0.41%
05/01/2025,"96,499.30","94,181.30","97,394.30","94,168.10",74.56K,2.46%
04/30/2025,"94,184.40","94,265.00","95,223.40","93,049.60",57.10K,-0.09%
04/29/2025,"94,269.80","94,995.40","95,453.40","93,758.00",59.86K,-0.76%
04/28/2025,"94,995.00","93,742.50","95,580.30","92,818.90",73.63K,1.34%
04/27/2025,"93,742.50","94,631.40","95,324.40","93,640.70",36.66K,-0.94%
04/26/2025,"94,631.40","94,669.30","95,207.00","93,891.80",33.77K,-0.05%
04/25/2025,"94,676.90","93,979.40","95,718.60","92,867.20",92.04K,0.74%
04/24/2025,"93,980.30","93,696.30","94,001.00","91,673.00",66.68K,0.30%
04/23/2025,"93,697.70","93,442.20","94,462.60","91,963.40",90.35K,0.27%
04/22/2025,"93,441.90","87,516.00","93,816.90","87,105.20",130.17K,6.77%
04/21/2025,"87,516.00","85,179.00","88,449.60","85,148.80",98.50K,2.74%
04/20/2025,"85,179.00","85,075.50","85,321.00","83,976.10",32.08K,0.13%
04/19/2025,"85,068.10","84,472.40","85,604.30","84,366.50",32.07K,0.70%
04/18/2025,"84,474.60","84,947.70","85,106.10","84,331.00",25.83K,-0.55%
04/17/2025,"84,940.00","84,032.20","85,467.30","83,786.20",49.28K,1.08%
04/16/2025,"84,032.20","83,648.10","85,438.20","83,143.50",63.97K,0.46%
04/15/2025,"83,647.00","84,586.80","86,438.80","83,602.70",62.45K,-1.11%
04/14/2025,"84,586.40","83,752.80","85,794.90","83,705.20",78.03K,1.02%
04/13/2025,"83,734.40","85,282.50","85,999.50","83,049.60",70.93K,-1.83%
04/12/2025,"85,292.70","83,420.50","85,893.50","82,828.00",55.60K,2.25%
04/11/2025,"83,413.10","79,606.10","84,275.00","79,004.20",94.62K,4.78%
04/10/2025,"79,607.50","82,606.80","82,737.50","78,495.80",92.83K,-3.63%
04/09/2025,"82,607.00","76,312.30","83,566.70","74,657.30",172.18K,8.25%
04/08/2025,"76,312.50","79,166.70","80,839.80","76,255.00",93.88K,-3.60%
04/07/2025,"79,162.50","78,406.60","81,095.90","74,524.20",170.57K,0.98%
04/06/2025,"78,391.30","83,528.00","83,731.70","77,171.10",79.17K,-6.18%
04/05/2025,"83,552.10","83,876.00","84,249.30","82,384.40",32.71K,-0.38%
04/04/2025,"83,866.70","83,160.20","84,704.10","81,691.10",91.54K,0.85%
04/03/2025,"83,159.40","82,522.60","83,908.90","81,313.80",83.15K,0.77%
04/02/2025,"82,525.00","85,166.00","88,377.30","82,358.90",104.05K,-3.10%
04/01/2025,"85,164.20","82,548.60","85,506.20","82,435.80",66.72K,3.17%
03/31/2025,"82,548.80","82,375.40","83,895.60","81,300.10",61.76K,0.22%
03/30/2025,"82,371.60","82,646.80","83,532.90","81,593.20",35.37K,-0.33%
03/29/2025,"82,645.70","84,412.10","84,603.40","81,668.20",39.34K,-2.09%
03/28/2025,"84,410.40","87,209.50","87,507.50","83,596.70",85.25K,-3.23%
03/27/2025,"87,228.20","86,937.00","87,751.40","85,844.40",56.49K,0.36%
03/26/2025,"86,912.00","87,349.80","88,276.70","85,866.40",62.04K,-0.56%
03/25/2025,"87,404.00","87,495.30","88,523.30","86,328.50",75.24K,-0.10%
03/24/2025,"87,490.00","86,076.10","88,740.20","85,541.60",95.71K,1.64%
03/23/2025,"86,077.40","83,840.20","86,082.00","83,812.70",31.13K,2.67%
03/22/2025,"83,840.50","84,076.60","84,526.30","83,688.20",20.84K,-0.28%
03/21/2025,"84,073.30","84,208.70","84,831.00","83,215.90",42.80K,-0.16%
03/20/2025,"84,208.10","86,841.30","87,419.00","83,656.10",69.86K,-3.03%
03/19/2025,"86,841.00","82,719.10","86,990.60","82,557.50",84.61K,4.98%
03/18/2025,"82,719.10","84,019.10","84,019.10","81,171.30",58.17K,-1.55%
03/17/2025,"84,019.10","82,580.30","84,729.20","82,525.00",58.04K,1.74%
03/16/2025,"82,578.40","84,341.30","84,942.50","82,014.20",50.04K,-2.09%
03/15/2025,"84,341.30","83,978.70","84,679.50","83,636.40",38.40K,0.43%
03/14/2025,"83,977.10","81,103.50","85,286.60","80,833.20",81.23K,3.55%
03/13/2025,"81,100.20","83,664.70","84,292.00","79,954.90",79.25K,-3.06%
03/12/2025,"83,664.30","82,921.10","84,266.50","80,646.60",88.61K,0.90%
03/11/2025,"82,921.10","78,579.70","83,572.60","76,677.10",123.59K,5.53%
03/10/2025,"78,575.90","80,702.20","83,902.80","77,480.50",120.23K,-2.62%
03/09/2025,"80,691.60","86,221.50","86,498.60","80,048.90",69.90K,-6.41%
03/08/2025,"86,221.90","86,783.80","86,886.80","85,264.60",41.90K,-0.36%
03/07/2025,"86,531.20","89,879.50","91,059.80","84,864.30",138.11K,-3.78%
03/06/2025,"89,930.90","90,611.70","92,802.00","87,849.60",89.27K,-0.75%
03/05/2025,"90,611.70","87,269.50","90,937.80","86,429.40",95.54K,3.83%
03/04/2025,"87,266.30","86,083.80","88,887.80","81,617.00",132.50K,1.23%
03/03/2025,"86,209.70","94,266.10","94,266.10","85,140.80",143.15K,-8.55%
03/02/2025,"94,265.10","86,065.70","94,986.50","85,069.30",126.76K,9.52%
03/01/2025,"86,071.60","84,353.40","86,546.30","83,837.30",79.51K,2.00%
02/28/2025,"84,381.20","84,713.30","85,028.70","78,329.80",186.90K,-0.39%
02/27/2025,"84,714.60","84,204.60","87,013.90","82,723.50",116.14K,0.60%
02/26/2025,"84,212.70","88,675.00","89,375.30","82,332.90",145.33K,-5.04%
02/25/2025,"88,686.00","91,510.40","92,523.10","86,097.50",195.29K,-3.08%
02/24/2025,"91,508.50","96,261.00","96,497.90","91,378.50",96.46K,-4.93%
02/23/2025,"96,258.80","96,556.20","96,655.20","95,259.50",38.82K,-0.31%
02/22/2025,"96,556.10","96,158.30","96,930.80","95,801.10",45.62K,0.42%
02/21/2025,"96,155.60","98,310.30","99,473.40","94,903.60",104.28K,-2.19%
02/20/2025,"98,310.30","96,645.20","98,721.60","96,441.90",61.84K,1.72%
02/19/2025,"96,644.80","95,663.70","96,829.60","95,049.10",58.27K,1.05%
02/18/2025,"95,638.00","95,781.50","96,645.10","93,403.40",74.09K,-0.15%
02/17/2025,"95,781.30","96,120.20","97,002.30","95,222.00",58.40K,-0.36%
02/16/2025,"96,132.10","97,573.10","97,706.50","96,060.20",33.35K,-1.48%
02/15/2025,"97,573.40","97,504.40","97,973.20","97,210.80",29.65K,0.07%
02/14/2025,"97,504.60","96,611.60","98,817.30","96,316.50",65.37K,0.93%
02/13/2025,"96,610.20","97,874.70","98,079.60","95,295.40",66.76K,-1.30%
02/12/2025,"97,881.30","95,777.20","98,095.80","94,110.70",87.21K,2.20%
02/11/2025,"95,771.70","97,434.70","98,476.50","94,902.70",69.89K,-1.71%
02/10/2025,"97,434.70","96,469.20","98,311.60","95,307.70",71.43K,1.00%
02/09/2025,"96,469.20","96,448.40","97,297.80","94,750.40",48.38K,0.02%
02/08/2025,"96,447.90","96,513.50","96,862.80","95,716.10",38.99K,-0.07%
02/07/2025,"96,513.50","96,564.80","100,133.90","95,693.70",97.60K,-0.06%
02/06/2025,"96,568.80","96,606.30","99,119.20","95,706.60",76.92K,-0.03%
02/05/2025,"96,595.30","97,784.80","99,028.30","96,163.80",82.92K,-1.23%
02/04/2025,"97,793.40","101,339.70","101,692.90","96,190.50",117.35K,-3.50%
02/03/2025,"101,337.10","97,686.00","102,372.20","91,695.80",190.81K,3.74%
02/02/2025,"97,684.90","100,647.10","101,451.00","96,250.20",99.36K,-2.94%
02/01/2025,"100,648.00","102,421.30","102,770.80","100,293.50",47.48K,-1.73%
01/31/2025,"102,424.20","104,726.90","105,876.30","101,576.00",82.79K,-2.20%
01/30/2025,"104,726.90","103,723.00","106,409.10","103,388.40",74.84K,0.97%
01/29/2025,"103,722.00","101,342.10","104,760.00","101,340.60",74.38K,2.34%
01/28/2025,"101,349.30","102,085.20","103,584.10","100,288.00",74.69K,-0.73%
01/27/2025,"102,091.70","102,618.30","103,234.80","97,987.50",146.38K,-0.53%
01/26/2025,"102,637.80","104,743.80","105,399.80","102,543.80",32.18K,-2.01%
01/25/2025,"104,742.90","104,861.40","105,255.60","104,133.90",37.68K,-0.11%
01/24/2025,"104,862.30","103,913.60","107,102.20","102,760.00",83.96K,0.91%
01/23/2025,"103,912.10","103,681.30","106,806.50","101,281.60",141.80K,0.22%
01/22/2025,"103,684.80","106,157.20","106,266.20","103,354.40",77.56K,-2.33%
01/21/2025,"106,157.20","102,190.20","107,211.90","100,192.50",129.36K,3.87%
01/20/2025,"102,197.70","101,313.30","109,228.60","99,676.00",202.66K,0.87%
01/19/2025,"101,319.50","104,536.80","106,338.20","99,742.70",123.72K,-3.08%
01/18/2025,"104,536.90","104,084.70","104,953.10","102,297.00",79.30K,0.43%
01/17/2025,"104,084.90","99,991.90","105,843.80","99,956.20",127.33K,4.08%
01/16/2025,"100,004.50","100,499.90","100,812.40","97,400.20",87.08K,-0.49%
01/15/2025,"100,499.80","96,547.40","100,671.00","96,501.90",95.32K,4.10%
01/14/2025,"96,542.10","94,536.70","97,361.20","94,359.50",87.79K,2.12%
01/13/2025,"94,536.10","94,545.00","95,928.10","89,423.10",37.70K,-0.01%
01/12/2025,"94,541.80","94,600.00","95,384.30","93,711.20",17.60K,-0.07%
01/11/2025,"94,612.00","94,724.00","94,765.50","93,847.80",72.66K,-0.12%
01/10/2025,"94,724.10","92,540.50","95,760.60","92,310.60",125.42K,2.36%
01/09/2025,"92,539.80","95,066.60","95,323.10","91,241.90",132.78K,-2.66%
01/08/2025,"95,066.60","96,938.20","97,266.40","92,716.60",100.36K,-1.92%
01/07/2025,"96,929.80","102,247.90","102,678.20","96,201.30",99.77K,-5.20%
01/06/2025,"102,248.70","98,373.20","102,474.50","97,932.30",86.73K,3.97%
01/05/2025,"98,347.70","98,220.10","98,823.10","97,300.00",31.34K,0.13%
01/04/2025,"98,219.90","98,168.90","98,742.60","97,568.90",36.56K,0.05%
01/03/2025,"98,167.50","96,960.20","98,963.30","96,090.60",61.62K,1.25%
01/02/2025,"96,960.00","94,561.10","97,808.00","94,381.20",76.13K,2.54%
01/01/2025,"94,560.20","93,557.30","95,100.00","92,939.30",43.34K,1.07%
12/31/2024,"93,557.20","92,777.20","96,163.40","92,036.20",74.85K,0.84%
12/30/2024,"92,779.80","93,718.70","94,936.40","91,522.30",112.43K,-1.00%
12/29/2024,"93,716.30","95,282.60","95,315.40","93,026.70",47.71K,-1.65%
12/28/2024,"95,284.50","94,274.90","95,684.30","94,124.70",32.97K,1.07%
12/27/2024,"94,275.90","95,776.40","97,243.30","93,472.80",85.12K,-1.57%
12/26/2024,"95,777.70","99,389.40","99,922.50","95,193.30",74.60K,-3.64%
12/25/2024,"99,391.30","98,661.90","99,514.10","97,651.90",39.80K,0.73%
12/24/2024,"98,668.10","94,852.80","99,446.60","93,566.20",69.86K,4.02%
12/23/2024,"94,852.10","95,184.80","96,517.80","92,543.20",133.24K,-0.35%
12/22/2024,"95,183.80","97,281.60","97,422.20","94,265.20",100.64K,-2.13%
12/21/2024,"97,253.30","97,799.10","99,531.90","96,478.60",123.36K,-0.55%
12/20/2024,"97,795.70","97,468.30","98,178.20","92,301.90",221.18K,0.34%
12/19/2024,"97,466.10","100,190.50","102,778.80","95,672.20",200.57K,-2.73%
12/18/2024,"100,197.80","106,140.70","106,477.60","100,049.30",187.49K,-5.60%
12/17/2024,"106,138.90","106,053.40","108,244.90","105,350.60",149.37K,0.08%
12/16/2024,"106,057.60","104,479.20","107,767.60","103,351.70",232.66K,1.55%
12/15/2024,"104,443.00","101,417.90","105,120.90","101,234.90",133.99K,2.98%
12/14/2024,"101,417.70","101,423.70","102,633.00","100,626.30",105.31K,-0.01%
12/13/2024,"101,426.20","100,008.30","101,891.20","99,214.20",162.40K,1.42%
12/12/2024,"100,009.90","101,126.30","102,495.30","99,334.50",188.96K,-1.10%
12/11/2024,"101,126.20","96,603.20","101,877.10","95,689.50",250.02K,4.69%
12/10/2024,"96,600.30","97,311.50","98,237.80","94,304.50",271.45K,-0.78%
12/09/2024,"97,359.40","101,129.70","101,198.60","94,395.80",321.01K,-3.72%
12/08/2024,"101,115.80","99,837.00","101,339.90","98,713.90",128.93K,1.28%
12/07/2024,"99,837.00","99,757.20","100,441.80","98,969.00",118.44K,0.08%
12/06/2024,"99,760.70","96,968.90","101,908.50","96,452.00",213.49K,2.88%
12/05/2024,"96,970.80","98,624.80","103,719.40","92,510.40",245.79K,-1.69%
12/04/2024,"98,635.80","95,900.10","99,030.70","94,625.30",113.77K,2.85%
12/03/2024,"95,898.70","95,843.90","96,245.00","93,646.10",95.08K,0.05%
12/02/2024,"95,846.60","97,199.30","98,082.00","94,510.60",95.80K,-1.39%
12/01/2024,"97,201.40","96,404.70","97,813.90","95,721.80",42.90K,0.83%
11/30/2024,"96,405.70","97,438.50","97,461.90","96,119.60",36.92K,-1.06%
11/29/2024,"97,438.00","95,645.60","98,599.80","95,405.70",76.54K,1.87%
11/28/2024,"95,645.50","95,881.40","96,549.00","94,648.80",68.17K,-0.25%
11/27/2024,"95,886.60","91,975.50","97,219.80","91,795.50",106.39K,4.25%
11/26/2024,"91,977.60","93,046.50","94,978.80","90,817.20",131.88K,-1.17%
11/25/2024,"93,064.40","97,948.80","98,872.40","92,875.30",124.98K,-4.97%
11/24/2024,"97,935.20","97,696.40","98,552.60","95,765.40",77.04K,0.24%
11/23/2024,"97,699.00","98,927.20","98,927.20","97,180.90",72.17K,-1.24%
11/22/2024,"98,929.70","98,381.20","99,617.40","97,182.20",132.23K,0.56%
11/21/2024,"98,374.50","94,308.70","98,937.20","94,063.80",179.07K,4.32%
11/20/2024,"94,303.90","92,252.60","94,836.10","91,517.40",121.46K,2.24%
11/19/2024,"92,239.20","90,482.10","93,918.50","90,378.70",146.04K,1.95%
11/18/2024,"90,478.70","89,843.30","92,567.10","89,410.40",150.47K,0.72%
11/17/2024,"89,833.70","90,569.40","91,441.60","88,736.10",81.24K,-0.78%
11/16/2024,"90,539.10","91,035.30","91,748.90","90,079.00",79.82K,-0.56%
11/15/2024,"91,046.50","87,297.20","91,833.10","87,118.80",158.19K,4.30%
11/14/2024,"87,294.00","90,424.80","91,726.70","86,740.20",153.34K,-3.46%
11/13/2024,"90,422.20","87,971.20","93,226.60","86,168.40",257.57K,2.82%
11/12/2024,"87,941.30","88,665.00","89,929.60","85,122.20",288.68K,-0.82%
11/11/2024,"88,664.10","80,389.00","89,519.00","80,231.80",254.04K,10.29%
11/10/2024,"80,388.50","76,681.40","81,373.50","76,520.50",193.83K,4.81%
11/09/2024,"76,700.30","76,506.10","76,904.00","75,732.50",72.97K,0.24%
11/08/2024,"76,517.30","75,869.80","77,188.50","75,599.00",155.17K,0.85%
11/07/2024,"75,868.60","75,585.50","76,837.80","74,448.20",184.16K,0.37%
11/06/2024,"75,586.30","69,374.10","76,401.40","69,323.00",357.28K,8.96%
11/05/2024,"69,373.70","67,848.30","70,495.60","67,473.60",108.95K,2.25%
11/04/2024,"67,848.80","68,770.30","69,483.40","66,834.00",101.31K,-1.34%
11/03/2024,"68,769.60","69,334.80","69,383.60","67,514.20",83.16K,-0.80%
11/02/2024,"69,325.80","69,499.30","69,896.90","69,029.00",38.72K,-0.26%
11/01/2024,"69,507.20","70,278.70","71,598.40","68,846.00",130.46K,-1.10%
10/31/2024,"70,281.80","72,343.70","72,685.70","69,674.50",111.29K,-2.86%
10/30/2024,"72,347.80","72,732.50","72,907.40","71,460.00",99.05K,-0.53%
10/29/2024,"72,730.40","69,957.20","73,569.40","69,753.20",168.60K,3.97%
10/28/2024,"69,954.10","68,011.90","70,203.40","67,610.00",103.97K,2.87%
10/27/2024,"68,004.60","67,084.70","68,308.00","66,924.60",33.58K,1.37%
10/26/2024,"67,086.80","66,694.50","67,408.40","66,443.80",42.05K,0.58%
10/25/2024,"66,696.80","68,191.90","68,756.80","65,644.20",110.51K,-2.19%
10/24/2024,"68,191.50","66,659.20","68,831.80","66,510.60",82.78K,2.29%
10/23/2024,"66,663.70","67,428.60","67,441.10","65,246.70",84.99K,-1.13%
10/22/2024,"67,427.30","67,370.80","67,815.30","66,609.40",86.76K,0.08%
10/21/2024,"67,371.30","69,030.50","69,490.80","66,845.50",109.28K,-2.40%
10/20/2024,"69,030.50","68,373.30","69,386.40","67,443.90",44.92K,0.96%
10/19/2024,"68,372.00","68,426.40","68,688.80","68,025.50",33.29K,-0.07%
10/18/2024,"68,423.10","67,416.50","68,990.30","67,190.90",99.20K,1.49%
10/17/2024,"67,418.40","67,618.10","67,933.50","66,677.30",84.68K,-0.30%
10/16/2024,"67,617.90","67,075.10","68,389.40","66,766.60",98.30K,0.81%
10/15/2024,"67,077.50","66,084.10","67,821.90","64,850.60",136.72K,1.51%
10/14/2024,"66,081.70","62,870.70","66,476.60","62,463.70",122.09K,5.11%
10/13/2024,"62,870.90","63,205.40","63,284.60","62,054.20",42.26K,-0.53%
10/12/2024,"63,205.10","62,506.60","63,463.10","62,486.10",40.91K,1.13%
10/11/2024,"62,499.40","60,317.50","63,385.10","60,080.60",86.38K,3.62%
10/10/2024,"60,316.20","60,628.90","61,304.60","59,075.70",83.86K,-0.52%
10/09/2024,"60,628.80","62,157.00","62,537.00","60,355.50",68.79K,-2.46%
10/08/2024,"62,157.00","62,226.90","63,196.60","61,883.20",63.75K,-0.14%
10/07/2024,"62,245.60","62,819.80","64,449.30","62,175.80",86.27K,-0.91%
10/06/2024,"62,819.40","62,062.00","62,934.50","61,495.40",31.72K,1.22%
10/05/2024,"62,061.40","62,085.50","62,366.80","61,705.70",30.15K,-0.03%
10/04/2024,"62,081.00","60,751.40","62,471.70","60,469.30",72.71K,2.19%
10/03/2024,"60,751.20","60,642.00","61,468.90","59,904.40",82.43K,0.17%
10/02/2024,"60,645.70","60,834.20","62,339.80","60,002.70",98.94K,-0.31%
10/01/2024,"60,835.50","63,329.90","64,125.30","60,195.90",134.93K,-3.95%
